Tarih,TP_MB_DVDY28
2000-01-01,7133673.0
2000-02-01,7671498.0
2000-03-01,8473934.0
2000-04-01,8692030.0
2000-05-01,8744478.0
2000-06-01,9683899.0
2000-07-01,9685025.0
2000-08-01,11547302.0
2000-09-01,11892704.0
2000-10-01,12034727.0
2000-11-01,12076132.0
2000-12-01,13350006.0
2001-01-01,12376036.0
2001-02-01,14394742.0
2001-03-01,15377138.0
2001-04-01,16299267.0
2001-05-01,15656450.0
2001-06-01,16245389.0
2001-07-01,13534738.0
2001-08-01,13557105.0
2001-09-01,14781744.0
2001-10-01,14629119.0
2001-11-01,12957585.0
2001-12-01,10579911.0
2002-01-01,9332305.0
2002-02-01,9163689.0
2002-03-01,9300083.0
2002-04-01,8140996.0
2002-05-01,10112185.0
2002-06-01,11585533.0
2002-07-01,11832384.0
2002-08-01,9549531.0
2002-09-01,9488868.0
2002-10-01,10336490.0
2002-11-01,9330948.0
2002-12-01,10565106.0
2003-01-01,10808815.0
2003-02-01,10980623.0
2003-03-01,13020093.0
2003-04-01,12093385.0
2003-05-01,9745510.0
2003-06-01,9615591.0
2003-07-01,10948580.0
2003-08-01,11383645.0
2003-09-01,12336378.0
2003-10-01,12331656.0
2003-11-01,11343351.0
2003-12-01,13322692.0
2004-01-01,12663456.0
2004-02-01,12422718.0
2004-03-01,13258773.0
2004-04-01,15303269.0
2004-05-01,16294397.0
2004-06-01,17537878.0
2004-07-01,16552507.0
2004-08-01,19230288.0
2004-09-01,19618117.0
2004-10-01,19748206.0
2004-11-01,19663065.0
2004-12-01,19311705.0
2005-01-01,19560904.0
2005-02-01,18828704.0
2005-03-01,21473975.0
2005-04-01,22582392.0
2005-05-01,23355478.0
2005-06-01,25693799.0
2005-07-01,27193647.0
2005-08-01,29221017.0
2005-09-01,31793954.0
2005-10-01,30397556.0
2005-11-01,31689876.0
2005-12-01,34533949.0
2006-01-01,33394529.0
2006-02-01,37237757.0
2006-03-01,39219186.0
2006-04-01,40668483.0
2006-05-01,48691724.0
2006-06-01,49805927.0
2006-07-01,47030752.0
2006-08-01,43794648.0
2006-09-01,46308425.0
2006-10-01,44412097.0
2006-11-01,44747610.0
2006-12-01,45470946.0
2007-01-01,42400334.0
2007-02-01,42178267.0
2007-03-01,42169391.0
2007-04-01,40250760.0
2007-05-01,42424991.0
2007-06-01,45447626.0
2007-07-01,43548269.0
2007-08-01,44917747.0
2007-09-01,42771296.0
2007-10-01,40757144.0
2007-11-01,41896194.0
2007-12-01,45561161.0
2008-01-01,45137583.0
2008-02-01,47226660.0
2008-03-01,53638052.0
2008-04-01,52168298.0
2008-05-01,51021878.0
2008-06-01,53588301.0
2008-07-01,52148552.0
2008-08-01,53591759.0
2008-09-01,58501891.0
2008-10-01,64228949.0
2008-11-01,60157155.0
2008-12-01,57827113.0
2009-01-01,58278023.0
2009-02-01,56081238.0
2009-03-01,55488659.0
2009-04-01,50444943.0
2009-05-01,49040100.0
2009-06-01,51343876.0
2009-07-01,49073323.0
2009-08-01,49677878.0
2009-09-01,49830808.0
2009-10-01,47640240.0
2009-11-01,49613813.0
2009-12-01,52973591.0
2010-01-01,50910088.0
2010-02-01,54200332.0
2010-03-01,57863424.0
2010-04-01,56889739.0
2010-05-01,62235288.0
2010-06-01,69285334.0
2010-07-01,69005843.0
2010-08-01,66919919.0
2010-09-01,71750966.0
2010-10-01,76345356.0
2010-11-01,81131036.0
2010-12-01,92312861.0
2011-01-01,96241493.0
2011-02-01,94602003.0
2011-03-01,94590805.0
2011-04-01,95575831.0
2011-05-01,106636797.0
2011-06-01,107658469.0
2011-07-01,112973342.0
2011-08-01,119882839.0
2011-09-01,122730398.0
2011-10-01,117955802.0
2011-11-01,122829104.0
2011-12-01,120533537.0
2012-01-01,118231157.0
2012-02-01,118480753.0
2012-03-01,119855285.0
2012-04-01,124993937.0
2012-05-01,129896581.0
2012-06-01,127204599.0
2012-07-01,129205256.0
2012-08-01,134799676.0
2012-09-01,127841078.0
2012-10-01,130818739.0
2012-11-01,132429826.0
2012-12-01,136454292.0
2013-01-01,139982352.0
2013-02-01,145092355.0
2013-03-01,154891301.0
2013-04-01,162157916.0
2013-05-01,170591432.0
2013-06-01,178099027.0
2013-07-01,181052434.0
2013-08-01,193702754.0
2013-09-01,192984424.0
2013-10-01,190466173.0
2013-11-01,199853081.0
2013-12-01,208675928.0
2014-01-01,215750777.0
2014-02-01,212821283.0
2014-03-01,209545252.0
2014-04-01,209425633.0
2014-05-01,210387242.0
2014-06-01,209856214.0
2014-07-01,208528677.0
2014-08-01,213429302.0
2014-09-01,227244711.0
2014-10-01,223389403.0
2014-11-01,228642926.0
2014-12-01,234354133.0
2015-01-01,251547684.0
2015-02-01,253255663.0
2015-03-01,265210940.0
2015-04-01,279992999.0
2015-05-01,279907001.0
2015-06-01,284371554.0
2015-07-01,296915486.0
2015-08-01,307956189.0
2015-09-01,320338190.0
2015-10-01,310106638.0
2015-11-01,305072001.0
2015-12-01,274568762.0
2016-01-01,285363313.0
2016-02-01,292280776.0
2016-03-01,281284807.0
2016-04-01,277582611.0
2016-05-01,292119580.0
2016-06-01,284579136.0
2016-07-01,290755389.0
2016-08-01,281641642.0
2016-09-01,281632201.0
2016-10-01,289000411.0
2016-11-01,314401643.0
2016-12-01,316428483.0
2017-01-01,348105259.0
2017-02-01,335167088.0
2017-03-01,336802728.0
2017-04-01,337586966.0
2017-05-01,344235819.0
2017-06-01,331674200.0
2017-07-01,325070954.0
2017-08-01,318470990.0
2017-09-01,329039971.0
2017-10-01,354778741.0
2017-11-01,368278455.0
2017-12-01,357162320.0
2018-01-01,364609353.0
2018-02-01,368404881.0
2018-03-01,378090809.0
2018-04-01,396733880.0
2018-05-01,434698430.0
2018-06-01,436465322.0
2018-07-01,464097259.0
2018-08-01,590509972.0
2018-09-01,514503757.0
2018-10-01,461675619.0
2018-11-01,424078373.0
2018-12-01,411847579.0
2019-01-01,405387071.0
2019-02-01,403734987.0
2019-03-01,414494044.0
2019-04-01,434009812.0
2019-05-01,414258882.0
2019-06-01,401875669.0
2019-07-01,380356036.0
2019-08-01,380148635.0
2019-09-01,361934454.0
2019-10-01,359196253.0
2019-11-01,360158310.0
2019-12-01,371802753.0
2020-01-01,376020846.0
2020-02-01,389198513.0
2020-03-01,397678966.0
2020-04-01,415213024.0
2020-05-01,412361503.0
2020-06-01,401945037.0
2020-07-01,413716494.0
2020-08-01,444097018.0
2020-09-01,464753633.0
2020-10-01,477719805.0
2020-11-01,463870339.0
2020-12-01,452801850.0
2021-01-01,469189796.0
2021-02-01,466036831.0
2021-03-01,504398569.0
2021-04-01,506113930.0
2021-05-01,513442963.0
2021-06-01,512009952.0
2021-07-01,499053038.0
2021-08-01,496754549.0
2021-09-01,507594458.0
2021-10-01,550224293.0
2021-11-01,714587667.0
2021-12-01,725334922.0
2022-01-01,755544009.0
2022-02-01,789995958.0
2022-03-01,818778655.0
2022-04-01,824248386.0
2022-05-01,910789784.0
2022-06-01,925708927.0
2022-07-01,971497712.0
2022-08-01,980391272.0
2022-09-01,989431146.0
2022-10-01,1014151958.0
2022-11-01,1007024235.0
2022-12-01,1010320524.0
2023-01-01,1029975253.0
2023-02-01,1051361164.0
2023-03-01,1069884104.0
2023-04-01,1092750834.0
2023-05-01,1143967963.0
2023-06-01,1427292460.0
2023-07-01,1482520144.0
2023-08-01,1473048956.0
2023-09-01,1491740223.0
2023-10-01,1559540108.0
2023-11-01,1647889098.0
2023-12-01,1723768434.0
2024-01-01,1821071894.0
2024-02-01,1878360323.0
2024-03-01,2013309442.0
2024-04-01,2083108040.0
2024-05-01,2137998789.0
2024-06-01,2230125785.0
2024-07-01,2318510066.0
2024-08-01,2325011164.0
2024-09-01,2390290564.0
2024-10-01,2454781643.0
2024-11-01,2493837935.0
2024-12-01,2601428762.0
2025-01-01,2869639733.0
2025-02-01,2852306303.0
2025-03-01,3093206974.0
2025-04-01,2997016741.0
2025-05-01,3170780579.0
2025-06-01,3297213953.0
2025-07-01,3432648767.0
2025-08-01,3555150232.0
